A_x [g]	A_y [g]	A_z [g]
  -0.034159999	  -0.183060996	   1.003449981
  -0.042394999	  -0.164211997	   1.061521980
  -0.022631000	  -0.209168996	   0.969289981
  -0.016409000	  -0.218867996	   0.966605981
   0.000549000	  -0.174947997	   0.995580981
  -0.031109999	  -0.199713996	   1.019126980
  -0.012749000	  -0.197700996	   1.017357980
  -0.043736999	  -0.246622995	   0.992286981
  -0.025498000	  -0.235276995	   0.961420981
  -0.024217000	  -0.209168996	   1.020407980
  -0.018727000	  -0.216305996	   0.991310981
  -0.007259000	  -0.204349996	   1.007719981
  -0.013908000	  -0.183914996	   1.010952980
  -0.036050999	  -0.252600995	   0.994238981
   0.003233000	  -0.245585995	   0.950135982
  -0.020801000	  -0.232958996	   1.011684980
  -0.020313000	  -0.286455994	   0.930371982
  -0.033244999	  -0.211730996	   0.970692981
   0.006649000	  -0.114252998	   1.031082980
  -0.008723000	  -0.125720998	   1.002961981
  -0.071064999	  -0.117973998	   1.043831980
  -0.050751999	  -0.051239999	   1.036633980
  -0.106932998	  -0.118461998	   1.080370979
  -0.096806998	   0.006893000	   1.132708978
  -0.075822999	   0.011407000	   1.038463980
  -0.089730998	  -0.037697999	   1.153265978
  -0.042882999	   0.017324000	   1.202187977
  -0.025620000	  -0.002806000	   0.992225981
   0.025498000	   0.061792999	   0.924759982
   0.023790000	   0.055265999	   0.948122982
  -0.057766999	  -0.038246999	   0.914023982
  -0.080946998	  -0.038246999	   0.895845983
  -0.085460998	  -0.022753000	   0.970997981
  -0.058010999	   0.000671000	   1.001192981
  -0.046664999	  -0.018910000	   0.975145981
  -0.083691998	  -0.079909998	   1.003449981
  -0.117241998	  -0.112544998	   1.012111980
  -0.103760998	  -0.118827998	   0.970570981
  -0.070027999	  -0.076737999	   1.080675979
   0.009394000	   0.017446000	   1.015710980
  -0.068197999	  -0.030682999	   1.031082980
  -0.078323998	  -0.026107999	   0.996800981
  -0.037331999	  -0.006832000	   1.054079980
  -0.044773999	  -0.022082000	   0.991249981
  -0.074724999	  -0.034098999	   1.017540980
  -0.099673998	  -0.031536999	   1.067621979
  -0.156464997	  -0.106993998	   0.878704983
  -0.148473997	  -0.049409999	   1.047918980
  -0.124500998	   0.008662000	   1.048223980
  -0.135114997	  -0.036660999	   1.052127980
  -0.126269998	  -0.041845999	   1.076954979
  -0.125659998	  -0.090035998	   1.011318980
  -0.075456999	  -0.110409998	   0.958553982
  -0.052520999	  -0.121389998	   1.052554980
  -0.044590999	  -0.090645998	   1.005218981
  -0.041052999	  -0.095037998	   1.019553980
  -0.037697999	  -0.088754998	   1.073355979
  -0.028608999	  -0.099185998	   1.065974979
  -0.075151999	  -0.068075999	   1.082078979
  -0.120718998	  -0.007991000	   1.023884980
  -0.165858997	   0.063195999	   0.993750981
  -0.181230997	   0.076005999	   0.982038981
  -0.183975996	   0.074297999	   0.954893982
  -0.183426996	   0.085948998	   0.949891982
  -0.180986997	   0.057827999	   0.946231982
  -0.149388997	   0.056729999	   0.921648982
  -0.171653997	   0.046359999	   0.990700981
  -0.139628997	   0.005978000	   1.014917980
  -0.108213998	  -0.025254000	   1.032363980
  -0.086497998	  -0.071125999	   1.048894980
  -0.041967999	  -0.105590998	   1.020529980
  -0.041845999	  -0.126330998	   1.006926981
  -0.081312998	  -0.182145996	   0.922136982
  -0.124805998	  -0.091499998	   0.851925984
  -0.091987998	   0.008357000	   0.836126984
  -0.132247997	  -0.045139999	   1.053957980
  -0.145057997	   0.042089999	   1.091777979
  -0.102540998	   0.042333999	   1.074514979
  -0.063500999	   0.026534999	   1.074941979
  -0.057827999	   0.012078000	   1.018577980
  -0.086863998	  -0.007198000	   1.018577980
  -0.077469999	   0.094732998	   0.772442985
  -0.173727997	  -0.116326998	   0.574131989
  -0.320981994	   0.242352995	   1.770341966
  -0.265837995	   0.086558998	   0.995153981
  -0.177692997	   0.073016999	   0.844239984
  -0.209290996	   0.076920999	   1.070244979
  -0.203129996	   0.058864999	   1.018699980
  -0.219355996	   0.023729000	   0.973681981
  -0.161893997	   0.032573999	   1.019309980
  -0.146277997	   0.020191000	   0.973315981
  -0.162869997	   0.050812999	   0.991493981
  -0.196114996	   0.052215999	   1.004791981
  -0.228505996	   0.050446999	   0.967581981
  -0.226431996	   0.066123999	   0.967581981
  -0.221978996	   0.071491999	   0.974108981
  -0.232836996	   0.071064999	   0.951111982
  -0.218135996	   0.091621998	   0.970875981
  -0.237289995	   0.110043998	   0.988687981
  -0.306524994	   0.111446998	   0.979232981
  -0.286577994	   0.127550998	   1.014978980
  -0.233080996	   0.134138997	   1.009488981
  -0.214475996	   0.102174998	   0.976365981
  -0.217708996	   0.096684998	   1.010342981
  -0.211669996	   0.103577998	   1.013270980
  -0.190746996	   0.102723998	   0.985637981
  -0.205264996	   0.106017998	   0.991188981
  -0.230152996	   0.114679998	   0.987711981
  -0.251807995	   0.118095998	   0.968008981
  -0.269436995	   0.118766998	   0.973376981
  -0.263214995	   0.113215998	   0.972705981
  -0.248269995	   0.106261998	   0.974779981
  -0.244060995	   0.108518998	   0.982038981
  -0.235947995	   0.117180998	   0.973864981
  -0.252783995	   0.116265998	   0.977097981
  -0.266386995	   0.116570998	   0.995702981
  -0.247293995	   0.120596998	   0.986125981
  -0.237594995	   0.115106998	   0.968496981
  -0.235825995	   0.119254998	   0.984417981
  -0.232775996	   0.105773998	   0.974657981
  -0.228932996	   0.099856998	   0.966849981
  -0.235459995	   0.092414998	   0.974352981
  -0.258700995	   0.093817998	   0.981367981
  -0.275292995	   0.090767998	   0.969228981
  -0.270412995	   0.112544998	   0.933604982
  -0.282856995	   0.125781998	   0.955625982
  -0.284869995	   0.121206998	   0.954344982
  -0.281453995	   0.120047998	   0.970997981
  -0.276024995	   0.116204998	   0.977585981
  -0.265837995	   0.120230998	   0.989663981
  -0.254247995	   0.129868997	   0.999118981
  -0.249306995	   0.133284997	   0.990517981
  -0.253820995	   0.130722997	   0.983624981
  -0.269680995	   0.128465998	   0.969899981
  -0.266569995	   0.129685997	   0.972461981
  -0.261201995	   0.126635998	   0.956906982
  -0.256199995	   0.129807997	   0.963799981
  -0.265288995	   0.135480997	   0.969167981
  -0.280477995	   0.129014998	   0.984051981
  -0.279501995	   0.128587998	   0.953673982
  -0.281819995	   0.135419997	   0.982770981
  -0.288529994	   0.126269998	   0.983197981
  -0.280355995	   0.121328998	   0.943303982
  -0.263275995	   0.133711997	   0.965446981
  -0.258517995	   0.141153997	   0.966178981
  -0.272120995	   0.138164997	   0.963799981
  -0.276268995	   0.144752997	   0.967520981
  -0.280782995	   0.145301997	   0.970692981
  -0.278098995	   0.136334997	   0.963860981
  -0.270900995	   0.134321997	   0.977341981
  -0.263641995	   0.131515997	   0.966117981
  -0.261872995	   0.133284997	   0.970936981
  -0.269497995	   0.130539997	   0.982160981
  -0.255406995	   0.128953998	   0.949281982
  -0.250221995	   0.139445997	   0.982160981
  -0.267911995	   0.131698997	   0.960322981
  -0.288956994	   0.130173997	   0.974169981
  -0.282307995	   0.127611998	   0.965019981
  -0.268521995	   0.130539997	   0.967581981
  -0.262360995	   0.135419997	   0.982526981
  -0.259005995	   0.129258998	   0.967154981
  -0.253454995	   0.124622998	   0.967764981
  -0.255833995	   0.125293998	   0.973559981
  -0.266874995	   0.123768998	   0.965385981
  -0.267301995	   0.128709998	   0.975755981
  -0.263885995	   0.127184998	   0.968130981
  -0.258151995	   0.131393997	   0.971302981
  -0.263214995	   0.125415998	   0.973132981
  -0.267545995	   0.122365998	   0.964775981
  -0.265593995	   0.129319998	   0.977463981
  -0.261506995	   0.129319998	   0.969289981
  -0.261811995	   0.127916998	   0.970509981
  -0.261323995	   0.125171998	   0.966605981
  -0.259127995	   0.128709998	   0.977097981
  -0.258639995	   0.128587998	   0.976487981
  -0.261201995	   0.127733998	   0.973376981
  -0.263946995	   0.123402998	   0.964409981
  -0.262726995	   0.130356997	   0.975450981
  -0.256077995	   0.131027997	   0.970204981
  -0.259859995	   0.129319998	   0.970204981
  -0.264129995	   0.129441998	   0.974718981
  -0.263153995	   0.127794998	   0.972400981
  -0.259493995	   0.127428998	   0.973254981
  -0.258517995	   0.127855998	   0.978439981
  -0.254918995	   0.125964998	   0.958675981
  -0.258761995	   0.130966997	   0.976609981
  -0.266142995	   0.129197998	   0.968984981
  -0.257663995	   0.134687997	   0.979293981
  -0.252539995	   0.133345997	   0.986003981
  -0.259005995	   0.128892998	   0.980025981
  -0.259066995	   0.123097998	   0.964409981
  -0.256504995	   0.125110998	   0.966666981
  -0.246439995	   0.132674997	   0.977341981
  -0.247110995	   0.131332997	   0.981611981
  -0.255406995	   0.123890998	   0.972644981
  -0.260042995	   0.121572998	   0.966971981
  -0.256504995	   0.122853998	   0.966056981
  -0.255040995	   0.126940998	   0.974901981
  -0.255833995	   0.123707998	   0.971790981
  -0.252112995	   0.124927998	   0.972644981
  -0.247049995	   0.128160998	   0.987833981
  -0.247720995	   0.125537998	   0.974291981
  -0.251014995	   0.127977998	   0.975267981
  -0.249916995	   0.124134998	   0.966239981
  -0.250709995	   0.121999998	   0.973193981
  -0.245829995	   0.126452998	   0.978744981
  -0.246378995	   0.128709998	   0.982831981
  -0.250831995	   0.124988998	   0.970265981
  -0.254674995	   0.126330998	   0.970265981
  -0.253393995	   0.128770998	   0.977280981
  -0.249611995	   0.128770998	   0.971119981
  -0.249123995	   0.129685997	   0.975145981
  -0.250404995	   0.129136998	   0.974230981
  -0.253698995	   0.129197998	   0.974718981
  -0.251563995	   0.130966997	   0.971851981
  -0.255894995	   0.132186997	   0.979354981
  -0.256016995	   0.129441998	   0.977585981
  -0.252783995	   0.131576997	   0.972278981
  -0.250221995	   0.134077997	   0.970265981
  -0.253210995	   0.132857997	   0.971485981
  -0.259554995	   0.130051997	   0.975206981
  -0.255040995	   0.130783997	   0.975023981
  -0.248513995	   0.128709998	   0.974047981
  -0.245341995	   0.128526998	   0.975633981
  -0.244914995	   0.133711997	   0.979049981
  -0.252173995	   0.133101997	   0.975023981
  -0.251197995	   0.129014998	   0.970631981
  -0.242596995	   0.131271997	   0.980330981
  -0.240156995	   0.127977998	   0.979781981
  -0.241559995	   0.127245998	   0.973742981
  -0.244609995	   0.129319998	   0.975328981
  -0.244304995	   0.130295997	   0.977524981
  -0.248940995	   0.126086998	   0.972888981
  -0.246866995	   0.125476998	   0.972766981
  -0.242840995	   0.125049998	   0.974169981
  -0.239973995	   0.125354998	   0.976304981
  -0.243633995	   0.125293998	   0.977768981
  -0.245341995	   0.125293998	   0.974169981
  -0.248635995	   0.125537998	   0.979171981
  -0.246195995	   0.125171998	   0.974230981
  -0.244975995	   0.124073998	   0.979171981
  -0.244548995	   0.119620998	   0.971790981
  -0.242840995	   0.118766998	   0.972827981
  -0.247659995	   0.120718998	   0.980208981
  -0.240644995	   0.126879998	   0.976060981
  -0.236252995	   0.128770998	   0.985637981
  -0.242718995	   0.119193998	   0.981306981
  -0.239119995	   0.118461998	   0.976487981
  -0.236130995	   0.125903998	   0.982221981
  -0.238143995	   0.124195998	   0.975206981
  -0.245036995	   0.115167998	   0.973742981
  -0.244731995	   0.113886998	   0.973864981
  -0.236069995	   0.120718998	   0.978317981
  -0.241498995	   0.116143998	   0.976426981
  -0.243511995	   0.117119998	   0.978195981
  -0.243633995	   0.117973998	   0.971485981
  -0.241803995	   0.121328998	   0.981062981
  -0.244975995	   0.116143998	   0.966727981
  -0.244060995	   0.123097998	   0.994360981
  -0.238143995	   0.120779998	   0.979232981
  -0.239851995	   0.120474998	   0.965019981
  -0.237472995	   0.125598998	   0.987467981
  -0.234544995	   0.119620998	   0.981001981
  -0.239729995	   0.121145998	   0.972522981
  -0.244609995	   0.121633998	   0.975023981
  -0.244304995	   0.121938998	   0.981245981
  -0.240522995	   0.121389998	   0.974718981
  -0.240705995	   0.123646998	   0.977097981
  -0.237411995	   0.123707998	   0.984356981
  -0.238753995	   0.121023998	   0.984234981
  -0.241742995	   0.117912998	   0.974413981
  -0.242413995	   0.120840998	   0.974169981
  -0.239607995	   0.117668998	   0.974047981
  -0.230518996	   0.119681998	   0.975511981
  -0.232592996	   0.119986998	   0.985210981
  -0.242901995	   0.116875998	   0.979537981
  -0.241071995	   0.119132998	   0.970631981
  -0.238265995	   0.122609998	   0.988748981
  -0.231006996	   0.116265998	   0.976853981
  -0.234178995	   0.117058998	   0.983624981
  -0.229847996	   0.118583998	   0.973193981
  -0.230701996	   0.121511998	   0.980513981
  -0.238143995	   0.115655998	   0.970631981
  -0.238814995	   0.121145998	   0.980086981
  -0.236496995	   0.117729998	   0.980269981
  -0.227468996	   0.119986998	   0.980269981
  -0.234483995	   0.117790998	   0.979781981
  -0.233873995	   0.121816998	   0.977341981
  -0.233995995	   0.123036998	   0.980452981
  -0.239851995	   0.120535998	   0.978683981
  -0.247415995	   0.124866998	   0.979293981
  -0.239973995	   0.126269998	   0.979964981
  -0.229969996	   0.122121998	   0.983258981
  -0.235825995	   0.122060998	   0.980513981
  -0.244975995	   0.121694998	   0.980147981
  -0.235337995	   0.123158998	   0.972095981
  -0.232897996	   0.123951998	   0.975816981
  -0.242779995	   0.122243998	   0.980452981
  -0.244060995	   0.120779998	   0.970692981
  -0.240888995	   0.123463998	   0.981306981
  -0.239119995	   0.123707998	   0.993201981
  -0.227468996	   0.122365998	   0.976670981
  -0.228261996	   0.124500998	   0.980818981
  -0.236679995	   0.120047998	   0.975328981
  -0.243206995	   0.121145998	   0.975084981
  -0.240339995	   0.122121998	   0.975023981
  -0.238448995	   0.122304998	   0.978317981
  -0.236130995	   0.123219998	   0.984966981
  -0.235581995	   0.120047998	   0.971424981
  -0.236130995	   0.123402998	   0.978256981
  -0.238570995	   0.122975998	   0.979232981
  -0.242108995	   0.122975998	   0.975877981
  -0.240888995	   0.125415998	   0.975267981
  -0.243755995	   0.126269998	   0.978866981
  -0.244853995	   0.125476998	   0.976731981
  -0.247171995	   0.123219998	   0.970875981
  -0.242596995	   0.127001998	   0.973620981
  -0.241071995	   0.130783997	   0.980574981
  -0.242657995	   0.133772997	   0.976731981
  -0.250038995	   0.129990997	   0.979171981
  -0.253820995	   0.128465998	   0.968801981
  -0.249794995	   0.132918997	   0.982953981
  -0.240888995	   0.129685997	   0.972278981
  -0.238875995	   0.132308997	   0.977097981
  -0.247659995	   0.135724997	   0.977158981
  -0.250953995	   0.137432997	   0.979171981
  -0.254613995	   0.136151997	   0.979537981
  -0.256321995	   0.131393997	   0.965812981
  -0.247659995	   0.133406997	   0.971302981
  -0.246744995	   0.133345997	   0.972766981
  -0.249245995	   0.134870997	   0.975999981
  -0.252783995	   0.130600997	   0.969533981
  -0.250892995	   0.136090997	   0.976548981
  -0.245463995	   0.134931997	   0.972522981
  -0.247903995	   0.133589997	   0.977463981
  -0.245890995	   0.133406997	   0.973071981
  -0.247110995	   0.134992997	   0.970021981
  -0.250709995	   0.137310997	   0.977219981
  -0.249062995	   0.137127997	   0.975084981
  -0.249977995	   0.135236997	   0.973193981
  -0.251807995	   0.133650997	   0.966056981
  -0.249550995	   0.138530997	   0.975084981
  -0.247720995	   0.142373997	   0.976426981
  -0.253393995	   0.139445997	   0.975572981
  -0.251990995	   0.137981997	   0.967947981
  -0.248025995	   0.139872997	   0.972461981
  -0.250892995	   0.143105997	   0.977890981
  -0.252905995	   0.138652997	   0.966788981
  -0.251014995	   0.143410997	   0.975450981
  -0.250221995	   0.142495997	   0.973559981
  -0.252051995	   0.142007997	   0.970082981
