A_x [g]	A_y [g]	A_z [g]	Counter-Clockwise
 -13.520527739	  -0.573399989	   1.271727975	False
 -15.637471698	   1.522559971	   5.772063889	False
 -14.620967718	   2.437071953	   9.335439820	False
  -9.353495819	   4.954175904	   9.179767823	False
  -5.970191885	   6.450871876	  15.051871710	False
  -1.949071962	   7.440047856	  15.988831691	False
   4.332463916	   9.864431810	  15.988831691	False
   6.523583874	  10.854583791	  15.988831691	False
   8.780583831	   9.498431817	  13.251151744	False
   9.944463808	   8.209135842	   9.025071826	False
   6.957903866	   6.839807868	   6.055103883	False
   4.559383912	   5.393863896	   0.981855981	False
   1.412271973	   4.402247915	  -2.288719956	False
  -1.281975975	   1.715807967	  -7.058919864	False
  -4.014775923	   0.269375995	  -6.648999872	False
  -6.882751867	   0.608047988	  -3.459919933	False
 -11.007815788	  -1.749967966	  -1.653831968	False
 -15.988831691	  -0.353311993	   6.385967877	False
 -15.988831691	  -0.720287986	   9.190991823	False
 -15.945399692	   4.759463908	  11.405535780	False
 -12.791455753	   8.366271839	  15.092375709	False
  -4.427623915	  15.988831691	  15.988831691	False
   0.566079989	  13.676687736	  15.988831691	False
   5.978975885	  15.963943692	  15.988831691	False
  10.086959805	  13.117439747	  13.026671749	False
   9.420351818	   9.306159820	   7.838255849	False
   7.848991849	   6.386943877	   2.219423957	False
   4.086023921	   4.014775923	  -1.739719966	False
   0.582183989	   1.676767968	  -4.251943918	False
  -2.530767951	   1.385431973	  -6.976447865	False
  -5.817935888	   1.268311976	  -6.669007871	False
  -9.688263813	   1.414223973	  -2.874319945	False
 -12.926631751	   0.579743989	   2.741095947	False
 -15.966871692	  -0.379663993	   7.933903847	False
 -14.054887729	   2.714255948	  11.770559773	False
 -10.178215804	   3.788343927	  10.417823799	False
  -8.441911837	   4.988335904	  13.578599738	False
  -3.138815939	  10.179191804	  15.988831691	False
  -0.691983987	  10.480775798	  15.988831691	False
   1.856351964	  13.416095741	  15.988831691	False
   6.246399879	  14.927919712	  15.390543703	False
   6.484055875	   8.724463832	   8.281847840	False
   5.978487885	   6.247863879	   3.937183924	False
   4.129455920	   5.484631894	   0.332815994	False
   0.637327988	   4.128479920	  -3.657071929	False
  -4.342711916	   1.876847964	  -6.057543883	False
  -7.659159852	  -2.183311958	  -8.804495830	False
 -11.001959788	  -0.686127987	  -0.785679985	False
 -12.119479766	  -1.499135971	   1.323455974	False
 -11.679303775	  -0.333791994	   5.875519887	False
  -8.925519828	   4.145071920	   9.759023812	False
  -5.927247886	   6.637287872	   9.440847818	False
  -5.281135898	   6.799791869	  12.297599763	False
  -6.237615880	   6.498695875	  13.437079741	False
  -6.328871878	   7.384415857	  15.988831691	False
  -2.161351958	   7.876319848	  15.356871704	False
   0.749567986	   7.946591847	  15.840967694	False
   3.135399939	   9.654591814	  15.984439692	False
   7.298527859	  10.758935792	   9.756095812	False
   7.751391850	   9.515023816	   5.826719888	False
   5.435343895	   7.577663854	   2.545895951	False
   1.626503969	   6.664127871	  -0.649039987	False
  -3.415511934	   3.383303935	  -5.184999900	False
  -5.272839898	   1.205847977	  -8.144719843	False
  -7.197999861	   1.281975975	  -4.551575912	False
 -11.349415781	   0.273767995	   1.052127980	False
 -15.059679709	   0.661239987	   7.071119864	False
 -15.814615695	  -0.918415982	   6.920815866	False
 -14.216415726	   2.606895950	   9.479399817	False
  -9.040199826	   6.191255881	   9.676063813	False
  -5.317247897	   7.672335852	  12.600159757	False
  -2.303359956	   8.933327828	  15.988831691	False
   4.606231911	  10.559343796	  15.988831691	False
   5.892599886	  10.229943803	  15.988831691	False
   5.527575893	   8.396039838	  15.988831691	False
  12.268319763	  10.776991792	   5.777431889	False
   7.306823859	   8.093967844	   4.277807917	False
   3.374031935	   5.405575896	  -0.711503986	False
   0.431391992	   6.416711876	  -3.949383924	False
  -4.865359906	   2.479039952	  -6.073159883	False
  -5.700327890	   1.674815968	  -6.194671880	False
  -8.795711830	   1.070671979	  -0.718335986	False
 -12.556239758	  -2.913359944	   1.404463973	False
 -14.856183713	  -2.767935947	   5.787679888	False
 -13.693279736	  -1.682135968	   3.105631940	False
 -12.243919764	   4.005503923	   8.359927839	False
 -11.456287779	   6.905199867	  13.856271733	False
  -6.196623880	   8.705431832	  12.916383751	False
  -4.341247916	  10.404159799	  15.588671699	False
  -0.609511988	  15.988831691	  15.988831691	False
   6.901783867	  15.988831691	  15.988831691	False
   5.572471892	  12.468399759	  14.413079722	False
   8.018815845	  12.823175753	  10.004487807	False
   5.717407890	   9.353983819	   3.972319923	False
   2.125239959	   5.195735900	  -0.556807989	False
   1.407391973	   3.981591923	  -4.854623906	False
  -1.962735962	   2.253583957	  -6.739767870	False
  -4.269023918	  -0.080031998	  -8.675175833	False
  -7.721135851	  -0.469455991	  -6.383039877	False
 -11.209359784	  -0.126879998	   0.633911988	False
 -14.838127714	  -1.234639976	   3.534583932	False
 -15.988831691	   2.339471955	  14.123695727	False
 -14.375015723	   5.209399899	  15.045527710	False
 -10.993663788	   6.390847877	  15.988831691	False
  -5.543679893	   8.786927830	  15.988831691	False
   2.395103954	  10.105991805	  15.065047709	False
   8.352119839	  11.832535772	  15.988831691	False
  14.297423724	  14.115399728	  13.218943745	False
  11.492399778	  10.519815797	   8.837679829	False
   5.898943886	   5.784263888	   5.130831901	False
   2.247239957	   3.828847926	   1.441551972	False
  -0.017568000	   2.448295953	  -3.257399937	False
  -2.931903943	   1.194623977	  -4.427623915	False
  -5.172311900	  -0.018544000	  -6.730495870	False
  -7.608895853	  -1.450335972	  -5.460719895	False
 -10.276303802	  -1.351271974	   0.491415991	False
 -13.577623738	  -4.778007908	  -3.172975939	False
 -13.786487734	   0.570471989	   2.700591948	False
  -7.546431854	   8.400431838	   9.395463819	False
  -5.544655893	  10.468575798	  15.366143703	False
  -2.964111943	  13.180391746	  15.988831691	False
   1.727031967	  13.825039733	  15.988831691	False
  -0.346967993	  10.161135804	  15.988831691	False
  10.750639793	  13.575671738	  11.533391777	False
  10.768695792	  12.235623764	  13.753303735	False
  10.823351791	  11.801791772	  10.691103794	False
   9.410103818	   9.194895823	   4.594519911	False
   5.245511899	   5.134247901	   0.988199981	False
   4.167519920	   4.514975913	  -2.127679959	False
   1.504015971	   3.315471936	  -3.896191925	False
  -1.975911962	   1.658223968	  -4.858527906	False
  -4.633071911	   0.583647989	  -6.866159867	False
  -9.334463820	  -0.817887984	  -6.126839882	False
 -15.797535695	   1.313695975	   1.429839972	False
 -15.988831691	   0.633911988	  10.056703806	False
 -15.988831691	   3.157847939	  13.153551746	False
  -9.349591820	   7.194095861	  12.271247763	False
  -8.371151838	   6.369375877	  15.988831691	False
   0.655871987	   9.084607825	  13.367783742	False
   8.168143842	  10.993663788	  15.988831691	False
  10.998055788	  10.091351805	  15.988831691	False
  14.136383727	  11.443111779	  11.244007783	False
   9.367647819	   8.343823839	   7.137487862	False
   8.589287834	   8.128127843	  -1.376647973	False
   4.221687919	   6.516263874	  -5.077151902	False
  -2.120847959	   4.547671912	  -5.894551886	False
  -4.501799913	   2.781599946	  -6.252255879	False
  -8.713727832	   0.415775992	  -2.959719943	False
  -9.791231811	  -0.159575997	   1.385919973	False
 -10.873127790	  -1.474735972	   2.940687943	False
 -13.407311741	   0.369415993	  11.020991787	False
 -13.338015743	   0.092231998	   8.918199828	False
 -11.315743782	   4.477399914	  12.610895757	False
 -11.407487780	   5.594431892	  15.988831691	False
  -3.719047928	  11.396751780	  15.988831691	False
   0.788607985	  10.159183804	  15.988831691	False
   3.549711931	  11.347951781	  15.988831691	False
   8.393599838	  14.072943728	  15.866831694	False
   6.994503865	  11.035631787	  10.457351798	False
   4.711639909	   9.257847821	   8.244271841	False
   3.592655931	   8.895263828	   2.531255951	False
  -0.527527990	   5.488535894	  -1.895391963	False
  -2.072535960	   2.808927946	  -5.968239885	False
  -3.239343937	   0.726143986	  -6.733423870	False
  -7.358063858	  -2.053503960	  -5.895039886	False
  -9.716567812	  -1.973959962	  -2.616655950	False
 -10.977071788	   1.639679968	   2.580055950	False
 -14.459439721	   3.131983940	  11.705167774	False
 -12.636759756	   8.292583840	  15.988831691	False
  -8.966999827	   9.365207819	  15.988831691	False
  -2.102791959	  10.834087791	  15.988831691	False
   2.051551960	  12.689463755	  15.988831691	False
   2.549311951	   8.295023840	  15.988831691	False
   4.701879909	   8.253543841	  13.262863744	False
   6.624111872	  10.356823800	  12.149247766	False
   5.471943894	   6.988159865	   5.225991899	False
   4.282199917	   4.774591908	   0.165431997	False
   3.653655929	   4.505703913	  -1.543543970	False
   1.010647980	   1.960295962	  -6.415735876	False
  -2.314095955	   0.134687997	  -6.397191877	False
  -4.252919918	  -0.235215995	  -7.137487862	False
 -10.321199801	   0.262055995	  -1.364447974	False
 -13.765015734	   2.777695946	   5.466087895	False
 -15.988831691	   2.547847951	  10.714527793	False
 -15.988831691	   3.497007933	  15.988831691	False
  -9.965447808	   6.587511873	  13.332159743	False
  -8.519015836	   7.451759856	  15.988831691	False
  -2.261879956	  11.477271779	  15.988831691	False
   3.728807928	  13.064735748	  15.988831691	False
   6.644607872	  13.697183736	  15.988831691	False
   8.366759839	  12.607967757	  11.107367786	False
   5.612487892	   8.332599839	   7.093567863	False
   2.396567954	   4.937583905	   3.949383924	False
   2.352647955	   3.887895925	  -0.735903986	False
   1.027239980	   2.233575957	  -5.321151897	False
  -2.012999961	   0.739807986	  -6.199551880	False
  -6.212239880	  -0.848631984	  -4.369063916	False
  -9.914207809	  -1.241959976	  -0.710039986	False
 -12.434727760	   0.307439994	   5.252343899	False
 -14.366719723	  -0.673439987	   8.349191839	False
 -12.602599757	   0.449447991	   9.261263821	False
 -10.553487796	   2.046183961	  11.193743784	False
  -8.998231826	   4.521807913	  14.457487721	False
  -5.205007900	   7.360991858	  14.439919721	False
  -3.410143934	   9.417911818	  15.988831691	False
  -1.716783967	  11.891583771	  15.988831691	False
   2.690831948	  11.630503776	  15.988831691	False
   2.660575949	   9.425231818	  13.598119738	False
   4.255359918	  11.434815779	  10.502735797	False
   4.279759917	   9.566263815	   2.819663946	False
   1.452775972	   6.128791882	  -2.309215955	False
  -0.665631987	   4.052351922	  -6.001423884	False
  -4.526687913	   0.722727986	  -9.328607820	False
  -5.869175887	   0.301095994	  -7.027687864	False
 -11.499231778	  -3.623887930	  -6.280071879	False
 -15.988831691	  -3.745887928	  -0.252295995	False
 -15.988831691	  -1.260503976	   7.663551852	False
 -13.730367735	   4.134823920	  10.709647793	False
 -11.769095773	   5.802319888	  15.988831691	False
  -6.976935865	   9.387655819	  15.988831691	False
  -0.498735990	  12.987631749	  15.988831691	False
   4.093343921	  12.422527760	  15.988831691	False
   7.348303858	  13.236511745	  14.944023712	False
   5.532455893	  10.154303804	  11.616351776	False
   3.420879934	   6.237615880	   4.387119915	False
   4.513511913	   5.442663895	  -0.494831990	False
   2.324343955	   4.354423916	  -1.435695972	False
  -0.872543983	   1.088727979	  -5.296751898	False
  -3.307175936	  -0.084911998	  -6.480639875	False
  -9.049959825	  -3.428687934	  -5.849167887	False
 -14.878143713	  -5.222087899	  -3.818111926	False
 -15.988831691	  -2.044231961	   2.787943946	False
 -15.988831691	   1.776319966	   7.855335848	False
 -11.981863769	   7.281447859	  13.614711737	False
  -9.240767822	   8.825967830	  15.988831691	False
  -4.139215920	  10.588135796	  15.988831691	False
   4.781423908	  14.736135716	  15.988831691	False
   7.616215853	  14.087095728	  15.988831691	False
  10.053287806	  14.042687729	  14.777127715	False
   8.923079828	  11.431399779	  10.182119804	False
   5.454375895	   6.102927882	   3.849343926	False
   3.962559924	   4.372479916	   0.319639994	False
   1.895391963	   3.619983930	  -2.598111950	False
  -0.952087982	   2.135487959	  -4.855599906	False
  -3.808351927	   0.916951982	  -7.495679855	False
  -9.364719819	  -1.287343975	  -5.462183895	False
 -14.095391728	  -3.456991933	  -4.038687922	False
 -15.988831691	  -3.227631938	  -0.384543993	False
 -15.988831691	   1.324919974	   5.981903885	False
 -14.397463722	   4.469103914	  11.711023774	False
  -9.780983811	   6.560671873	  13.090111747	False
  -4.498383913	  12.087271767	  15.988831691	False
   4.451535914	  15.988831691	  15.988831691	False
   8.795223830	  15.988831691	  15.988831691	False
   9.453535818	  12.986655749	  15.988831691	False
   7.276079860	   8.264279841	   9.662887814	False
   4.751167908	   5.133271901	   5.751079889	False
   4.473007914	   5.693007890	   1.960783962	False
   3.382815935	   4.261215918	  -2.485871952	False
   0.801783985	   2.137927959	  -5.871615887	False
  -1.070671979	   0.454327991	  -7.660623852	False
  -3.213479938	   0.978439981	  -5.219647899	False
  -9.615551814	  -1.270751975	  -4.172887919	False
 -12.718743755	  -0.686127987	  -1.887095964	False
 -15.988831691	   0.849607984	   2.863583945	False
 -15.988831691	   3.645847930	  10.899967790	False
 -15.988831691	   6.979863865	  15.799487695	False
  -9.641903814	  11.914519770	  15.988831691	False
   0.712967986	  14.590711718	  15.988831691	False
   6.899343867	  13.380959742	  15.988831691	False
  11.271823782	  15.988831691	  15.988831691	False
  11.470439779	  13.807471734	  15.298799705	False
   8.101775844	   7.828983849	   8.453135837	False
   6.303007878	   5.083007902	   2.725479947	False
   5.219647899	   4.851695906	  -2.303359956	False
   0.862295983	   3.052927941	  -4.690655909	False
  -1.596247969	   1.522559971	  -7.749439850	False
  -3.881063925	   1.203407977	  -7.576199854	False
  -7.443463856	   1.386407973	  -5.582719892	False
 -10.112335805	   2.077415960	  -2.766959947	False
 -14.990383711	   1.506943971	   2.811367946	False
 -15.988831691	   1.082383979	   5.978975885	False
 -15.988831691	   2.382415954	   9.985943807	False
 -15.988831691	   4.944415905	   8.837191829	False
 -11.952095769	   9.065575825	  14.244231725	False
  -9.091927825	  10.940959789	  15.988831691	False
  -4.896103906	  13.483439740	  15.988831691	False
   1.564527970	  15.988831691	  15.988831691	False
   5.117167901	  12.773399753	  15.988831691	False
   3.794687927	   7.342447858	  11.256695783	False
   2.381927954	   5.986783884	   8.111535843	False
   3.417463934	   6.416223876	   2.582495950	False
   1.971031962	   5.971655885	   0.918415982	False
   0.215695996	   3.885455925	  -4.388583915	False
  -1.810479965	   0.948671982	  -8.064687844	False
  -4.789231908	   0.883767983	  -5.660311891	False
  -8.972855827	  -1.065791979	  -4.955151904	False
 -14.003159730	  -1.062863979	   1.531343970	False
 -14.864967713	   0.117607998	   4.589639911	False
 -14.366231723	   3.017303942	   9.080703825	False
 -15.539383700	   2.566391950	  12.725087754	False
 -12.490847759	   6.332287878	  15.988831691	False
  -6.072183883	   9.133407824	  15.988831691	False
  -1.699215967	   6.666079871	  15.988831691	False
   2.371679954	  10.101599805	  15.988831691	False
   4.922455905	  11.545103777	  15.988831691	False
   4.512535913	   5.422167895	  10.736975793	False
   5.612975892	   5.082519902	   7.800191849	False
   6.123423882	   6.399143877	   2.062775960	False
   1.794863965	   2.901159944	  -2.312631955	False
  -0.627567988	   3.032919941	  -3.410631934	False
  -2.733775947	   2.197951958	  -5.035183903	False
  -6.986207865	   0.279623995	  -3.327671936	False
  -9.765367812	  -0.410895992	  -1.456191972	False
 -14.068551729	  -1.317599975	   2.935319943	False
 -15.248047706	  -0.402599992	   7.010607865	False
 -13.940207731	   2.173063958	   9.517951816	False
 -13.119391747	   2.869439945	  12.642127756	False
  -7.791895850	   9.539911816	  15.988831691	False
  -2.163791958	  10.571055796	  15.988831691	False
   0.988687981	   8.652727833	  15.988831691	False
   6.255183879	  11.545103777	  15.988831691	False
   6.507967874	   7.922191847	   8.621983834	False
   4.595007911	   4.165079920	   3.663415929	False
   2.309703955	   3.161751939	   1.876847964	False
   0.074175999	   2.157935958	  -1.042367980	False
  -1.809015965	   0.667583987	  -2.744023947	False
  -3.476023933	  -0.316711994	  -3.753207928	False
  -6.660711871	  -1.281487975	  -1.696287967	False
 -10.190903803	  -2.377047954	  -0.254735995	False
 -12.678239755	  -1.077015979	   4.330999916	False
 -13.538095739	   0.160063997	   7.651351852	False
 -11.434815779	   2.457567953	   8.365783839	False
 -11.387479780	   3.286679937	  15.330031704	False
A_X [LSB] 	 A_Y [LSB] 	 A_Z [LSB] 	
