Time,A_x [g],A_y [g],A_z [g]
   0.167999998,  -0.010248000,  -0.058071999,   1.018455980
   0.176613998,  -0.010248000,  -0.057583999,   1.017967980
   0.185227998,  -0.008784000,  -0.057583999,   1.016991980
   0.193841998,  -0.009272000,  -0.058071999,   1.017479980
   0.202455998,  -0.008784000,  -0.057583999,   1.016991980
   0.211069998,  -0.008784000,  -0.057583999,   1.016015980
   0.219683998,  -0.007808000,  -0.057583999,   1.016015980
   0.228297998,  -0.008784000,  -0.057095999,   1.017967980
   0.236911998,  -0.007808000,  -0.057095999,   1.017967980
   0.245525998,  -0.009272000,  -0.057583999,   1.017479980
   0.254139998,  -0.010248000,  -0.057095999,   1.016991980
   0.262753998,  -0.009272000,  -0.057583999,   1.016991980
   0.271367998,  -0.009760000,  -0.057583999,   1.017479980
   0.279981998,  -0.008784000,  -0.057583999,   1.017479980
   0.288595998,  -0.009272000,  -0.057095999,   1.017479980
   0.297209998,  -0.009760000,  -0.057583999,   1.016991980
   0.305823998,  -0.009272000,  -0.058071999,   1.016991980
   0.314437998,  -0.008296000,  -0.057583999,   1.016015980
   0.323051998,  -0.008784000,  -0.057583999,   1.016503980
   0.331665998,  -0.008784000,  -0.058071999,   1.015527980
   0.340279998,  -0.008784000,  -0.057583999,   1.017479980
   0.348893998,  -0.008784000,  -0.057583999,   1.016991980
   0.357507998,  -0.009272000,  -0.057583999,   1.017967980
   0.366121998,  -0.008784000,  -0.058071999,   1.016991980
   0.374735998,  -0.008296000,  -0.057095999,   1.016991980
   0.383349998,  -0.009272000,  -0.058071999,   1.017479980
   0.391963998,  -0.008784000,  -0.057095999,   1.017479980
   0.400577998,  -0.009760000,  -0.057095999,   1.017967980
   0.409191998,  -0.010248000,  -0.057583999,   1.017479980
   0.417805998,  -0.009272000,  -0.057583999,   1.016991980
   0.426419998,  -0.010736000,  -0.057583999,   1.016015980
   0.435033998,  -0.009272000,  -0.058071999,   1.017967980
   0.443647998,  -0.008784000,  -0.057583999,   1.016991980
   0.452261998,  -0.008784000,  -0.058071999,   1.017479980
   0.460875998,  -0.008784000,  -0.057095999,   1.016015980
   0.469489998,  -0.008296000,  -0.057095999,   1.017967980
   0.478103998,  -0.008296000,  -0.056607999,   1.016991980
   0.486717998,  -0.009760000,  -0.057583999,   1.016991980
   0.495331998,  -0.009760000,  -0.057583999,   1.016991980
   0.503945998,  -0.009760000,  -0.057583999,   1.018455980
   0.512559998,  -0.008784000,  -0.057583999,   1.017967980
   0.521173998,  -0.008784000,  -0.057583999,   1.016503980
   0.529787998,  -0.008784000,  -0.058559999,   1.016991980
   0.538401998,  -0.009272000,  -0.058071999,   1.016991980
   0.547015998,  -0.009760000,  -0.057095999,   1.016991980
   0.555629998,  -0.008784000,  -0.058071999,   1.016991980
   0.564243998,  -0.008296000,  -0.057583999,   1.016991980
   0.572857998,  -0.007808000,  -0.057583999,   1.016503980
   0.581471998,  -0.009272000,  -0.058071999,   1.017967980
   0.590085998,  -0.009272000,  -0.056607999,   1.016991980
   0.598699998,  -0.009272000,  -0.056607999,   1.017967980
   0.607313998,  -0.009272000,  -0.057583999,   1.017479980
   0.615927998,  -0.009760000,  -0.058071999,   1.016991980
   0.624541998,  -0.009760000,  -0.057583999,   1.017479980
   0.633155998,  -0.009760000,  -0.057095999,   1.017967980
   0.641769998,  -0.009272000,  -0.057583999,   1.017967980
   0.650383998,  -0.009272000,  -0.057095999,   1.016503980
   0.658997998,  -0.008784000,  -0.057583999,   1.016991980
   0.667611998,  -0.009272000,  -0.057583999,   1.016503980
   0.676225998,  -0.008296000,  -0.057583999,   1.017967980
   0.684839998,  -0.008296000,  -0.057583999,   1.016991980
   0.693453998,  -0.008296000,  -0.057583999,   1.017479980
   0.702067998,  -0.009272000,  -0.057095999,   1.018455980
   0.710681998,  -0.008784000,  -0.057095999,   1.017479980
   0.719295998,  -0.008784000,  -0.058071999,   1.017479980
   0.727909998,  -0.008784000,  -0.058559999,   1.017479980
   0.736523998,  -0.010248000,  -0.057583999,   1.017479980
   0.745137998,  -0.009760000,  -0.056607999,   1.016991980
   0.753751998,  -0.009272000,  -0.057583999,   1.017967980
   0.762365998,  -0.009272000,  -0.057095999,   1.018455980
   0.770979998,  -0.009272000,  -0.057583999,   1.017967980
   0.779593998,  -0.008784000,  -0.058071999,   1.017479980
   0.788207998,  -0.008784000,  -0.057583999,   1.016015980
   0.796821998,  -0.008784000,  -0.058071999,   1.016503980
   0.805435998,  -0.008296000,  -0.057583999,   1.016991980
   0.814049998,  -0.008784000,  -0.057583999,   1.017479980
   0.822663998,  -0.009272000,  -0.057095999,   1.016503980
   0.831277998,  -0.008296000,  -0.057583999,   1.016991980
   0.839891998,  -0.009272000,  -0.057095999,   1.016991980
   0.848505998,  -0.008784000,  -0.057583999,   1.018943980
   0.857119998,  -0.008784000,  -0.056607999,   1.018943980
   0.865733998,  -0.009272000,  -0.056607999,   1.018943980
   0.874347998,  -0.009760000,  -0.057583999,   1.018455980
   0.882961998,  -0.010248000,  -0.057095999,   1.018455980
   0.891575998,  -0.009272000,  -0.058071999,   1.016991980
   0.900189998,  -0.008784000,  -0.058071999,   1.016991980
   0.908803998,  -0.008296000,  -0.057095999,   1.017967980
   0.917417998,  -0.008784000,  -0.057583999,   1.016991980
   0.926031998,  -0.009272000,  -0.057583999,   1.016991980
   0.934645998,  -0.007808000,  -0.057583999,   1.017479980
   0.943259998,  -0.008296000,  -0.057583999,   1.017479980
   0.951873998,  -0.008784000,  -0.057583999,   1.018455980
   0.960487998,  -0.009272000,  -0.057583999,   1.018943980
   0.969101998,  -0.009272000,  -0.058071999,   1.017967980
   0.977715998,  -0.009760000,  -0.058559999,   1.018943980
   0.986329998,  -0.009272000,  -0.057583999,   1.018455980
   0.994943998,  -0.009272000,  -0.057583999,   1.017967980
   1.003557998,  -0.008784000,  -0.058071999,   1.017479980
   1.012171998,  -0.009760000,  -0.057583999,   1.017967980
   1.020785998,  -0.008296000,  -0.058071999,   1.017479980
   1.029399998,  -0.009272000,  -0.058071999,   1.017479980
   1.038013998,  -0.008296000,  -0.058071999,   1.017479980
   1.046627998,  -0.008296000,  -0.057095999,   1.017479980
   1.055241998,  -0.009272000,  -0.057583999,   1.017967980
   1.063855998,  -0.009760000,  -0.057095999,   1.017479980
   1.072469998,  -0.009272000,  -0.057095999,   1.017479980
   1.081083998,  -0.009272000,  -0.057583999,   1.017479980
   1.089697998,  -0.009272000,  -0.058071999,   1.018455980
   1.098311998,  -0.008784000,  -0.057583999,   1.017967980
   1.106925998,  -0.008784000,  -0.057583999,   1.017479980
   1.115539998,  -0.009760000,  -0.057583999,   1.017479980
   1.124153998,  -0.010248000,  -0.057583999,   1.016991980
   1.132767998,  -0.008784000,  -0.057583999,   1.017479980
   1.141381998,  -0.008784000,  -0.058071999,   1.017479980
   1.149995998,  -0.008784000,  -0.057095999,   1.017479980
   1.158609998,  -0.008296000,  -0.057583999,   1.017479980
   1.167223998,  -0.009272000,  -0.057583999,   1.018455980
   1.175837998,  -0.008784000,  -0.057583999,   1.017479980
   1.184451998,  -0.009272000,  -0.058071999,   1.017479980
   1.193065998,  -0.009272000,  -0.058071999,   1.016991980
   1.201679998,  -0.009272000,  -0.057583999,   1.018943980
   1.210293998,  -0.009272000,  -0.057583999,   1.019431980
   1.218907998,  -0.009760000,  -0.058071999,   1.018943980
   1.227521998,  -0.010248000,  -0.057583999,   1.017967980
   1.236135998,  -0.009760000,  -0.057583999,   1.017967980
   1.244749998,  -0.008784000,  -0.057583999,   1.017967980
   1.253363998,  -0.009760000,  -0.058071999,   1.017967980
   1.261977998,  -0.009272000,  -0.058071999,   1.017479980
   1.270591998,  -0.008784000,  -0.057583999,   1.016503980
   1.279205998,  -0.008784000,  -0.057095999,   1.016503980
   1.287819998,  -0.007808000,  -0.057583999,   1.016991980
   1.296433998,  -0.008784000,  -0.057095999,   1.018455980
   1.305047998,  -0.008784000,  -0.057583999,   1.017967980
   1.313661998,  -0.009272000,  -0.057583999,   1.018455980
   1.322275998,  -0.008784000,  -0.057095999,   1.017479980
   1.330889998,  -0.009272000,  -0.058559999,   1.017967980
   1.339503998,  -0.009272000,  -0.057583999,   1.017967980
   1.348117998,  -0.009760000,  -0.057095999,   1.017479980
   1.356731998,  -0.009272000,  -0.057583999,   1.017479980
   1.365345998,  -0.009272000,  -0.057583999,   1.018943980
   1.373959998,  -0.009272000,  -0.057583999,   1.017967980
   1.382573998,  -0.009272000,  -0.057583999,   1.016991980
   1.391187998,  -0.007808000,  -0.058071999,   1.016015980
   1.399801998,  -0.008784000,  -0.057583999,   1.019431980
   1.408415998,  -0.008784000,  -0.057095999,   1.018943980
   1.417029998,  -0.009760000,  -0.058071999,   1.016991980
   1.425643998,  -0.008296000,  -0.057583999,   1.016503980
   1.434257998,  -0.008784000,  -0.057095999,   1.016991980
   1.442871998,  -0.009760000,  -0.058071999,   1.018943980
   1.451485998,  -0.009272000,  -0.058071999,   1.017967980
   1.460099998,  -0.010248000,  -0.058071999,   1.018455980
   1.468713998,  -0.009272000,  -0.058559999,   1.017967980
   1.477327998,  -0.009760000,  -0.058071999,   1.017479980
   1.485941998,  -0.009272000,  -0.058071999,   1.016991980
   1.494555998,  -0.008784000,  -0.058071999,   1.016015980
   1.503169998,  -0.008784000,  -0.057583999,   1.017479980
   1.511783998,  -0.008784000,  -0.057095999,   1.016991980
   1.520397998,  -0.008296000,  -0.058071999,   1.016991980
   1.529011998,  -0.008784000,  -0.057583999,   1.018943980
   1.537625998,  -0.010248000,  -0.057095999,   1.016015980
   1.546239998,  -0.009272000,  -0.057583999,   1.017479980
   1.554853998,  -0.009272000,  -0.057583999,   1.018455980
   1.563467998,  -0.009272000,  -0.057583999,   1.019919980
   1.572081998,  -0.009760000,  -0.057095999,   1.018455980
   1.580695998,  -0.009760000,  -0.058559999,   1.017967980
   1.589309998,  -0.009272000,  -0.057583999,   1.017479980
   1.597923998,  -0.008296000,  -0.057583999,   1.016991980
   1.606537998,  -0.009272000,  -0.057095999,   1.017967980
   1.615151998,  -0.009272000,  -0.057095999,   1.017479980
   1.623765998,  -0.008784000,  -0.056607999,   1.017479980
   1.632379998,  -0.009272000,  -0.058071999,   1.016991980
   1.640993998,  -0.009272000,  -0.058071999,   1.017967980
   1.649607998,  -0.008784000,  -0.057583999,   1.018943980
   1.658221998,  -0.009272000,  -0.058071999,   1.017967980
   1.666835998,  -0.009760000,  -0.057095999,   1.018455980
   1.675449998,  -0.009760000,  -0.058559999,   1.019431980
   1.684063998,  -0.009272000,  -0.057583999,   1.017967980
   1.692677998,  -0.009272000,  -0.056607999,   1.016503980
   1.701291998,  -0.008784000,  -0.057583999,   1.016991980
   1.709905998,  -0.008784000,  -0.058071999,   1.016991980
   1.718519998,  -0.008784000,  -0.057583999,   1.018943980
   1.727133998,  -0.008784000,  -0.057583999,   1.018455980
   1.735747998,  -0.008784000,  -0.057583999,   1.016991980
   1.744361998,  -0.009272000,  -0.058559999,   1.016991980
   1.752975998,  -0.008784000,  -0.058071999,   1.018455980
   1.761589998,  -0.009272000,  -0.057583999,   1.017967980
   1.770203998,  -0.009272000,  -0.057583999,   1.017479980
   1.778817998,  -0.009760000,  -0.057095999,   1.017967980
   1.787431998,  -0.009272000,  -0.057095999,   1.018455980
   1.796045998,  -0.010248000,  -0.056607999,   1.017479980
   1.804659998,  -0.009760000,  -0.058071999,   1.018943980
   1.813273998,  -0.009272000,  -0.057095999,   1.016991980
