A_x [g]	A_y [g]	A_z [g]
  -0.223137996	   0.220636996	   0.958736981
  -0.226736996	   0.229176996	   0.963128981
  -0.231067996	   0.235703995	   0.967642981
  -0.233751995	   0.230335996	   0.960383981
  -0.225943996	   0.220941996	   0.959895981
  -0.218745996	   0.218623996	   0.964897981
  -0.223503996	   0.211974996	   0.965019981
  -0.217525996	   0.200933996	   0.951355982
  -0.221002996	   0.202031996	   0.940863982
  -0.211791996	   0.224784996	   0.971485981
  -0.204166996	   0.211547996	   0.972034981
  -0.211242996	   0.222710996	   0.952392982
  -0.217525996	   0.223137996	   0.957089982
  -0.248757995	   0.253942995	   0.971241981
  -0.281697995	   0.264495995	   0.960688981
  -0.288224994	   0.256016995	   0.944035982
  -0.290054994	   0.253576995	   0.936715982
  -0.283771995	   0.267484995	   0.959529981
  -0.281758995	   0.252966995	   0.941778982
  -0.278830995	   0.237899995	   0.925125982
  -0.274316995	   0.260713995	   0.945865982
  -0.292067994	   0.268704995	   0.953185982
  -0.307500994	   0.266081995	   0.933116982
  -0.319639994	   0.268216995	   0.922075982
  -0.327630994	   0.271510995	   0.904019983
  -0.341172993	   0.272913995	   0.899261983
  -0.359472993	   0.281636995	   0.917805982
  -0.365389993	   0.271754995	   0.911217982
  -0.359838993	   0.269802995	   0.910912982
  -0.350932993	   0.272974995	   0.914023982
  -0.348248993	   0.280599995	   0.914938982
  -0.346723993	   0.283649995	   0.911400982
  -0.352396993	   0.284869995	   0.904751983
  -0.350932993	   0.277549995	   0.896333983
  -0.357764993	   0.273645995	   0.889684983
  -0.369598993	   0.283710995	   0.899261983
  -0.370879993	   0.291823994	   0.906093983
  -0.382225993	   0.283161995	   0.890355983
  -0.395767992	   0.279379995	   0.876813983
  -0.409126992	   0.290176994	   0.881449983
  -0.437979992	   0.297313994	   0.880107983
  -0.425840992	   0.285113994	   0.853145984
  -0.437125992	   0.287065994	   0.834540984
  -0.461769991	   0.321408994	   0.852413984
  -0.495014990	   0.326593994	   0.832405984
  -0.539117990	   0.316345994	   0.798489985
  -0.622687988	   0.305426994	   0.796476985
  -0.675879987	   0.322079994	   0.759571985
  -0.823621984	   0.370696993	   0.669779987
  -1.045783980	   0.498735990	   0.618295988
  -1.362861974	   0.700584986	   0.569373989
  -1.784676966	   0.733463986	   0.378687993
  -1.675852968	   0.719189986	   0.236862995
  -1.291613975	   0.678014987	   0.303413994
  -0.741942986	   0.597006988	   0.481411991
   0.146887997	   0.152377997	   0.317931994
   1.273862975	  -0.133101997	   0.400708992
   1.218657976	  -0.383811993	   0.199225996
  -0.518194990	  -0.306646994	  -0.568885989
  -1.998603961	   0.082593998	  -0.794036985
  -1.998603961	   0.247354995	  -0.764451985
  -1.998603961	   0.120291998	  -0.744870986
  -1.547386970	   0.277671995	  -0.224052996
  -0.203739996	   0.288468994	   0.067831999
   0.767745985	   0.125781998	   0.101015998
   1.590086969	  -0.050507999	   0.099673998
   1.681891968	  -0.253576995	   0.082349998
   0.854426984	  -0.128160998	   0.095952998
  -1.086897979	  -0.260408995	  -0.320615994
  -1.998603961	  -0.236252995	  -0.615367988
  -1.998603961	  -0.111080998	  -0.515876990
  -1.998603961	  -0.014823000	  -0.398207992
  -1.558488970	   0.089791998	  -0.242352995
  -0.246195995	   0.128648998	  -0.230823996
   1.155583978	   0.444323991	  -0.088083998
   1.998603961	   0.294751994	  -0.079787998
   1.866599964	  -0.040137999	   0.020862000
   0.415958992	  -0.181230997	  -0.036599999
  -1.998603961	  -0.418520992	  -0.373868993
  -1.998603961	  -0.381676993	  -0.513558990
  -1.998603961	  -0.220636996	  -0.360387993
  -1.998603961	   0.021350000	  -0.126452998
  -0.790193985	   0.007442000	   0.007930000
   0.312136994	  -0.002379000	  -0.156098997
   1.198466977	   0.256443995	  -0.157135997
   1.739109966	   0.377284993	   0.109128998
   1.672375968	   0.120657998	   0.091194998
   0.701987986	   0.104431998	   0.154146997
  -1.242142976	   0.067526999	   0.090462998
  -1.998603961	  -0.178302997	  -0.242474995
  -1.998603961	  -0.334645994	  -0.398268992
  -1.998603961	  -0.375088993	  -0.427670992
  -1.860682964	  -0.364962993	  -0.334157994
  -0.739258986	  -0.086131998	  -0.141702997
   0.238509995	   0.420167992	   0.020435000
   1.203895977	   0.694972987	   0.196175996
   1.397692973	   0.264678995	   0.241254995
   0.998935981	  -0.118644998	   0.208619996
  -0.178790997	  -0.184097996	  -0.048433999
  -1.998603961	  -0.142556997	  -0.425779992
  -1.998603961	  -0.446336991	  -0.895479983
  -1.998603961	  -0.725228986	  -0.819290984
  -1.998603961	  -0.802881985	  -0.454205991
  -0.869432983	  -0.585660989	  -0.033427999
   0.564310989	  -0.123280998	   0.036111999
   1.917168963	   0.451155991	   0.049592999
   1.998603961	   0.760730985	   0.338732993
   1.520912971	   0.493001990	   0.308537994
   0.105773998	   0.401806992	   0.277488995
  -1.998603961	   0.268887995	  -0.066672999
  -1.998603961	   0.079116998	  -0.606034988
  -1.998603961	  -0.089669998	  -0.793853985
  -1.998603961	  -0.084972998	  -0.374356993
  -1.077991979	  -0.255162995	  -0.117912998
   0.160490997	   0.139079997	   0.170555997
   1.566723970	   0.645379988	   0.192332996
   1.998603961	   0.452924991	   0.101137998
   1.998603961	   0.412115992	   0.557173989
   0.891270983	   0.123768998	   0.272791995
